Organism Name	Organism Infraspecific Names Breed	Organism Infraspecific Names Strain	Organism Infraspecific Names Cultivar	Organism Infraspecific Names Isolate	Organism Infraspecific Names Ecotype	Assembly Name	Assembly Accession	Annotation Name	Annotation BUSCO Complete 	Annotation BUSCO Duplicated 	Annotation BUSCO Fragmented 	Annotation BUSCO Lineage 	Annotation BUSCO Missing 	Annotation BUSCO Single Copy 	Annotation BUSCO Total Count 	Annotation BUSCO Version 	Assembly Submitter	Assembly Stats Total Sequence Length	Assembly Level	Assembly Submission Date	Assembly Stats Contig N50	Annotation Count Gene Total	Annotation Count Gene Protein-coding	Assembly BioSample Accession	Assembly BioProject Lineage Accession	Assembly BioProject Lineage Parent Accession	Assembly BioProject Lineage Parent Accessions	Assembly BioProject Lineage Title
Pectobacterium parmentieri		IPO:1955				ASM1695027v1	GCA_016950275.1	From INSDC submitter									Wageningen Plant Research	4912241	Scaffold	2021-02-25	267299	4549	4344	SAMN15660320	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium parmentieri CFIA1002		CFIA1002				Pectobacterium wasabiae CFIA1002	GCF_000632375.1	From INSDC submitter									Canadian Food Inspection Agency	5008535	Scaffold	2014-04-15	345203	4608	4399	SAMN02630743	PRJNA237238			Pectobacterium parmentieri CFIA1002 Genome sequencing and assembly
Pectobacterium parmentieri CFIA1002		CFIA1002				Pectobacterium wasabiae CFIA1002	GCA_000632375.1										Canadian Food Inspection Agency	5008535	Scaffold	2014-04-15	345203			SAMN02630743	PRJNA237238			Pectobacterium parmentieri CFIA1002 Genome sequencing and assembly
Pectobacterium parmentieri WPP163		WPP163				ASM2464v1	GCF_000024645.1	From INSDC submitter									US DOE Joint Genome Institute (JGI-PGF)	5063892	Complete Genome	2009-10-20	5063892	4632	4422	SAMN02598479	PRJNA31293			Causal agent of soft rot disease in plants
Pectobacterium parmentieri WPP163		WPP163				ASM2464v1	GCA_000024645.1	From INSDC submitter									US DOE Joint Genome Institute (JGI-PGF)	5063892	Complete Genome	2009-10-20	5063892	4717	4437	SAMN02598479	PRJNA31293			Causal agent of soft rot disease in plants
Pectobacterium parvum		FN20211				ASM2097156v1	GCF_020971565.1	From INSDC submitter									Hebei Agricultural University	4713035	Complete Genome	2021-11-24	4699601	4264	3990	SAMN23227730	PRJNA781071			Pectobacterium parvum strain:FN20211 Genome sequencing
Pectobacterium parvum		NCPPB 3395				ASM74991v1	GCF_000749915.1	From INSDC submitter									Food and Environment Research Agency	4574142	Contig	2014-09-08	170558	4193	3962	SAMN02999475	PRJNA258501			Pectobacterium Genome sequencing
Pectobacterium parvum		Y1				ASM80841v1	GCF_000808415.1	From INSDC submitter									Beijing Academy of Agriculture and Forestry Sciences	3884778	Scaffold	2014-12-29	245154	3545	3358	SAMN03252604	PRJNA269224			Pectobacterium polaris strain:Y1 Genome sequencing and assembly
Pectobacterium parvum		s0421				Pc0421_3	GCF_900195285.2	From INSDC submitter									UNIVERSITY OF HELSINKI	4699443	Contig	2019-09-12	181754	4297	4037	SAMEA104138801	PRJEB21448			Taxonomy of phytopathogenic Pectobacterium isolates
Pectobacterium parvum		s0416				Pc0416_3	GCF_900195295.2	From INSDC submitter									UNIVERSITY OF HELSINKI	4606410	Contig	2019-09-12	155422	4215	3944	SAMEA104138800	PRJEB21448			Taxonomy of phytopathogenic Pectobacterium isolates
Pectobacterium parvum		NCPPB 3395				ASM74991v1	GCA_000749915.1	From INSDC submitter									Food and Environment Research Agency	4574142	Contig	2014-09-08	170558	3958	3824	SAMN02999475	PRJNA258501			Pectobacterium Genome sequencing
Pectobacterium parvum		Y1				ASM80841v1	GCA_000808415.1	From INSDC submitter									Beijing Academy of Agriculture and Forestry Sciences	3884778	Scaffold	2014-12-29	245154	3471	3281	SAMN03252604	PRJNA269224			Pectobacterium polaris strain:Y1 Genome sequencing and assembly
Pectobacterium parvum		FN20211				ASM2097156v1	GCA_020971565.1	From INSDC submitter									Hebei Agricultural University	4713035	Complete Genome	2021-11-24	4699601	4264	3990	SAMN23227730	PRJNA781071			Pectobacterium parvum strain:FN20211 Genome sequencing
Pectobacterium parvum		s0421				Pc0421_3	GCA_900195285.2										UNIVERSITY OF HELSINKI	4699443	Contig	2019-09-12	181754			SAMEA104138801	PRJEB21448			Taxonomy of phytopathogenic Pectobacterium isolates
Pectobacterium parvum		s0416				Pc0416_3	GCA_900195295.2										UNIVERSITY OF HELSINKI	4606410	Contig	2019-09-12	155422			SAMEA104138800	PRJEB21448			Taxonomy of phytopathogenic Pectobacterium isolates
Pectobacterium peruviense		UGC32				ASM103906v1	GCF_001039065.1	From INSDC submitter									Lincoln University	4797741	Contig	2015-06-24	307291	4268	4130	SAMN03782482	PRJNA183436			Pectobacterium peruviense strain:UGC32 Genome sequencing and assembly
Pectobacterium peruviense		IFB5232				ASM284734v1	GCF_002847345.1	From INSDC submitter									University of Gdansk	4785880	Contig	2017-12-26	199701	4268	4134	SAMN04526254	PRJNA313959			Pectobacterium peruviense strain:IFB5232 Genome sequencing and assembly
Pectobacterium peruviense		IFB5229				ASM284735v1	GCF_002847355.1	From INSDC submitter									University of Gdansk	3975456	Contig	2017-12-26	224651	3511	3414	SAMN04526230	PRJNA313958			Pectobacterium peruviense strain:IFB5229 Genome sequencing and assembly
Pectobacterium peruviense		A97-S13-F16				ASM331234v1	GCF_003312345.1	From INSDC submitter									Sorbonne University	4755191	Scaffold	2018-07-10	111906	4249	4134	SAMN08798619	PRJNA445781			Pectobacterium peruviense Genome sequencing and assembly
Pectobacterium peruviense		A350-S18-N16				ASM331235v1	GCF_003312355.1	From INSDC submitter									Sorbonne University	4871019	Scaffold	2018-07-10	145897	4396	4279	SAMN08798632	PRJNA445781			Pectobacterium peruviense Genome sequencing and assembly
Pectobacterium peruviense		UGC32				ASM103906v1	GCA_001039065.1	From INSDC submitter									Lincoln University	4797741	Contig	2015-06-24	307291	4229	4082	SAMN03782482	PRJNA183436			Pectobacterium peruviense strain:UGC32 Genome sequencing and assembly
Pectobacterium peruviense		IFB5232				ASM284734v1	GCA_002847345.1	From INSDC submitter									University of Gdansk	4785880	Contig	2017-12-26	199701	4224	4086	SAMN04526254	PRJNA313959			Pectobacterium peruviense strain:IFB5232 Genome sequencing and assembly
Pectobacterium peruviense		IFB5229				ASM284735v1	GCA_002847355.1	From INSDC submitter									University of Gdansk	3975456	Contig	2017-12-26	224651	3464	3366	SAMN04526230	PRJNA313958			Pectobacterium peruviense strain:IFB5229 Genome sequencing and assembly
Pectobacterium peruviense		A97-S13-F16				ASM331234v1	GCA_003312345.1										Sorbonne University	4755191	Scaffold	2018-07-10	111906			SAMN08798619	PRJNA445781			Pectobacterium peruviense Genome sequencing and assembly
Pectobacterium peruviense		A350-S18-N16				ASM331235v1	GCA_003312355.1										Sorbonne University	4871019	Scaffold	2018-07-10	145897			SAMN08798632	PRJNA445781			Pectobacterium peruviense Genome sequencing and assembly
Pectobacterium polaris		NIBIO1392				ASM228854v1	GCF_002288545.1	From INSDC submitter									NIBIO	5008416	Complete Genome	2017-09-08	5008416	4451	4295	SAMN05853907	PRJNA345001			Pectobacterium carotovorum SK-992-20-13 genome
Pectobacterium polaris		NIBIO1006				ASM230735v1	GCF_002307355.1	From INSDC submitter									NIBIO	4826824	Complete Genome	2017-09-08	4826824	4320	4117	SAMN05853691	PRJNA344960			Pectobacterium polaris NIBIO1006
Pectobacterium polaris		SS28				ASM312173v1	GCF_003121735.1	From INSDC submitter									University of Agriculture Faisalabad	4722413	Contig	2018-05-12	243038	4280	4158	SAMN08979056	PRJNA453473			Genomic diversity of Blackleg pathogens in Pakistan
Pectobacterium polaris		S4.16.03.2B				ASM359503v1	GCF_003595035.1	From INSDC submitter									Institute for integrative biology of the cell	4862009	Contig	2018-09-25	155865	4456	4322	SAMN10059739	PRJNA490624			Genomic diversity of the pathogens belonging to Pectobacterium and Dickeya genus isoalted from potato in Morocoo
Pectobacterium polaris		F109				ASM399052v1	GCF_003990525.1	From INSDC submitter									Institute of Bioorganic Chemistry	4858646	Contig	2019-01-02	195318	4396	4239	SAMN10496976	PRJNA421661			Genome sequencing of phytopathogenic and phytopathogen-related bacteria from Enterobacteriaceae
Pectobacterium polaris		PZ1				ASM993157v1	GCF_009931575.1	From INSDC submitter									Highland Agriculture Research Institute	4994870	Complete Genome	2020-01-27	4994870	4583	4130	SAMN13381318	PRJNA591396			Pectobacterium polaris strain:PZ1 Genome sequencing
Pectobacterium polaris		WBC1				ASM1137894v1	GCF_011378945.1	From INSDC submitter									Beijing Academy of Agriculture and Forestry Sciences	4830824	Contig	2020-03-17	199229	4390	4136	SAMN13642295	PRJNA596927			Pectobacterium polaris strain:WBC1 Genome sequencing and assembly
Pectobacterium polaris		WBC6				ASM1137896v1	GCF_011378965.1	From INSDC submitter									Beijing Academy of Agriculture and Forestry Sciences	4824700	Contig	2020-03-17	179622	4388	4133	SAMN13642308	PRJNA596931			Pectobacterium polaris strain:WBC6 Genome sequencing and assembly
Pectobacterium polaris		WBC9				ASM1137898v1	GCF_011378985.1	From INSDC submitter									Beijing Academy of Agriculture and Forestry Sciences	4704466	Contig	2020-03-17	203871	4268	4020	SAMN13642327	PRJNA596934			Pectobacterium polaris strain:WBC9 Genome sequencing and assembly
Pectobacterium polaris		WBC11				ASM1137904v1	GCF_011379045.1	From INSDC submitter									Beijing Academy of Agriculture and Forestry Sciences	4704425	Contig	2020-03-17	203753	4269	4018	SAMN13648504	PRJNA596936			Pectobacterium polaris strain:WBC11 Genome sequencing and assembly
Pectobacterium polaris		IPO:4059 NAK:253				ASM1694969v1	GCF_016949695.1	From INSDC submitter									Wageningen Plant Research	5004280	Scaffold	2021-02-25	401781	4479	4333	SAMN15660309	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium polaris		NAK:226				ASM1694993v1	GCF_016949935.1	From INSDC submitter									Wageningen Plant Research	4819827	Scaffold	2021-02-25	285618	4346	4198	SAMN15660331	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium polaris		A3				ASM1942630v1	GCF_019426305.1	From INSDC submitter									UNAM FES IZTACALA	4873548	Contig	2021-07-30	59089	4352	4241	SAMN16451444	PRJNA669375			Pectobacterium sp. isolated from the soft rot of the columnar cactus Neobuxbaumia tetetzo
Pectobacterium polaris		QK413-1				ASM2004713v1	GCF_020047135.1	From INSDC submitter									Fujian Academy of Agricultural Sciences	5005507	Complete Genome	2021-09-20	5005507	4490	4333	SAMN19778477	PRJNA739277			Pectobacterium polaris strain:QK413-1 Genome sequencing
Pectobacterium polaris		A668-S6-A17				ASM2040669v1	GCF_020406695.1	From INSDC submitter									Sorbonne University	4971028	Contig	2021-10-10	306002	4473	4329	SAMN22029079	PRJNA768349			Draft genomes of Pectobacterium sp. and Dickeya sp. isolated in France from fresh water
Pectobacterium polaris		A447-S21-J17				ASM2040675v1	GCF_020406755.1	From INSDC submitter									Sorbonne University	4802226	Contig	2021-10-10	153534	4358	4227	SAMN22029077	PRJNA768349			Draft genomes of Pectobacterium sp. and Dickeya sp. isolated in France from fresh water
Pectobacterium polaris		A641-S6-A17				ASM2040683v1	GCF_020406835.1	From INSDC submitter									Sorbonne University	5021730	Contig	2021-10-10	153358	4507	4360	SAMN22029078	PRJNA768349			Draft genomes of Pectobacterium sp. and Dickeya sp. isolated in France from fresh water
Pectobacterium polaris				Pectobacterium polaris IPO_3842		IPO3842_1	GCF_902143335.1	From INSDC submitter									UNIVERSITY OF HELSINKI	4950076	Contig	2020-04-15	729362	4464	4287	SAMEA5615437	PRJEB32003			Taxonomy of Pectobacterium polaris
Pectobacterium polaris				Pectobacterium polaris IPO_1606		IPO1606_1	GCF_902143345.1	From INSDC submitter									UNIVERSITY OF HELSINKI	4839023	Contig	2020-04-15	2521935	4383	4220	SAMEA5615433	PRJEB32003			Taxonomy of Pectobacterium polaris
Pectobacterium polaris				Pectobacterium polaris IPO_3720		IPO3720_1	GCF_902143355.1	From INSDC submitter									UNIVERSITY OF HELSINKI	5024225	Contig	2020-04-15	411774	4581	4399	SAMEA5615435	PRJEB32003			Taxonomy of Pectobacterium polaris
Pectobacterium polaris				Pectobacterium polaris IPO_3841		IPO3841_1	GCF_902143365.1	From INSDC submitter									UNIVERSITY OF HELSINKI	4948432	Contig	2020-04-15	479001	4462	4287	SAMEA5615436	PRJEB32003			Taxonomy of Pectobacterium polaris
Pectobacterium polaris				Pectobacterium polaris IPO_1948		IPO1948_2	GCF_902167255.1	From INSDC submitter									UNIVERSITY OF HELSINKI	4968598	Contig	2020-04-15	188799	4454	4307	SAMEA5615434	PRJEB32003			Taxonomy of Pectobacterium polaris
Pectobacterium polaris				Pectobacterium polaris LMG2406		Pectobacterium_polaris_LMG2406	GCF_922037565.1	From INSDC submitter									Hopital Henri Mondor APHP	4861200	Contig	2022-01-06	301745	4414	4263	SAMEA11051375	PRJEB49284			Genetic and phenotypic study of the Pectobacterium versatile beta-lactamase
Pectobacterium polaris		NIBIO1392				ASM228854v1	GCA_002288545.1	From INSDC submitter									NIBIO	5008416	Complete Genome	2017-09-08	5008416	4375	4221	SAMN05853907	PRJNA345001			Pectobacterium carotovorum SK-992-20-13 genome
Pectobacterium polaris		NIBIO1006				ASM230735v1	GCA_002307355.1	From INSDC submitter									NIBIO	4826824	Complete Genome	2017-09-08	4826824	4252	4056	SAMN05853691	PRJNA344960			Pectobacterium polaris NIBIO1006
Pectobacterium polaris		SS28				ASM312173v1	GCA_003121735.1	From INSDC submitter									University of Agriculture Faisalabad	4722413	Contig	2018-05-12	243038	4333	4174	SAMN08979056	PRJNA453473			Genomic diversity of Blackleg pathogens in Pakistan
Pectobacterium polaris		S4.16.03.2B				ASM359503v1	GCA_003595035.1	From INSDC submitter									Institute for integrative biology of the cell	4862009	Contig	2018-09-25	155865	4509	4355	SAMN10059739	PRJNA490624			Genomic diversity of the pathogens belonging to Pectobacterium and Dickeya genus isoalted from potato in Morocoo
Pectobacterium polaris		F109				ASM399052v1	GCA_003990525.1	From INSDC submitter									Institute of Bioorganic Chemistry	4858646	Contig	2019-01-02	195318	4367	4287	SAMN10496976	PRJNA421661			Genome sequencing of phytopathogenic and phytopathogen-related bacteria from Enterobacteriaceae
Pectobacterium polaris		PZ1				ASM993157v1	GCA_009931575.1	From INSDC submitter									Highland Agriculture Research Institute	4994870	Complete Genome	2020-01-27	4994870	4591	4133	SAMN13381318	PRJNA591396			Pectobacterium polaris strain:PZ1 Genome sequencing
Pectobacterium polaris		WBC1				ASM1137894v1	GCA_011378945.1										Beijing Academy of Agriculture and Forestry Sciences	4830824	Contig	2020-03-17	199229			SAMN13642295	PRJNA596927			Pectobacterium polaris strain:WBC1 Genome sequencing and assembly
Pectobacterium polaris		WBC6				ASM1137896v1	GCA_011378965.1										Beijing Academy of Agriculture and Forestry Sciences	4824700	Contig	2020-03-17	179622			SAMN13642308	PRJNA596931			Pectobacterium polaris strain:WBC6 Genome sequencing and assembly
Pectobacterium polaris		WBC9				ASM1137898v1	GCA_011378985.1										Beijing Academy of Agriculture and Forestry Sciences	4704466	Contig	2020-03-17	203871			SAMN13642327	PRJNA596934			Pectobacterium polaris strain:WBC9 Genome sequencing and assembly
Pectobacterium polaris		WBC11				ASM1137904v1	GCA_011379045.1										Beijing Academy of Agriculture and Forestry Sciences	4704425	Contig	2020-03-17	203753			SAMN13648504	PRJNA596936			Pectobacterium polaris strain:WBC11 Genome sequencing and assembly
Pectobacterium polaris		IPO:4059 NAK:253				ASM1694969v1	GCA_016949695.1	From INSDC submitter									Wageningen Plant Research	5004280	Scaffold	2021-02-25	401781	4481	4347	SAMN15660309	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium polaris		NAK:226				ASM1694993v1	GCA_016949935.1	From INSDC submitter									Wageningen Plant Research	4819827	Scaffold	2021-02-25	285618	4343	4203	SAMN15660331	PRJNA649220			Pectobacterium genome sequencing for pangenomics
Pectobacterium polaris		A3				ASM1942630v1	GCA_019426305.1	From INSDC submitter									UNAM FES IZTACALA	4873548	Contig	2021-07-30	59089	4349	4256	SAMN16451444	PRJNA669375			Pectobacterium sp. isolated from the soft rot of the columnar cactus Neobuxbaumia tetetzo
Pectobacterium polaris		QK413-1				ASM2004713v1	GCA_020047135.1	From INSDC submitter									Fujian Academy of Agricultural Sciences	5005507	Complete Genome	2021-09-20	5005507	4481	4315	SAMN19778477	PRJNA739277			Pectobacterium polaris strain:QK413-1 Genome sequencing
Pectobacterium polaris		A668-S6-A17				ASM2040669v1	GCA_020406695.1	From INSDC submitter									Sorbonne University	4971028	Contig	2021-10-10	306002	4473	4337	SAMN22029079	PRJNA768349			Draft genomes of Pectobacterium sp. and Dickeya sp. isolated in France from fresh water
Pectobacterium polaris		A447-S21-J17				ASM2040675v1	GCA_020406755.1	From INSDC submitter									Sorbonne University	4802226	Contig	2021-10-10	153534	4358	4247	SAMN22029077	PRJNA768349			Draft genomes of Pectobacterium sp. and Dickeya sp. isolated in France from fresh water
Pectobacterium polaris		A641-S6-A17				ASM2040683v1	GCA_020406835.1	From INSDC submitter									Sorbonne University	5021730	Contig	2021-10-10	153358	4507	4369	SAMN22029078	PRJNA768349			Draft genomes of Pectobacterium sp. and Dickeya sp. isolated in France from fresh water
Pectobacterium polaris				Pectobacterium polaris IPO_3842		IPO3842_1	GCA_902143335.1										UNIVERSITY OF HELSINKI	4950076	Contig	2020-04-15	729362			SAMEA5615437	PRJEB32003			Taxonomy of Pectobacterium polaris
Pectobacterium polaris				Pectobacterium polaris IPO_1606		IPO1606_1	GCA_902143345.1										UNIVERSITY OF HELSINKI	4839023	Contig	2020-04-15	2521935			SAMEA5615433	PRJEB32003			Taxonomy of Pectobacterium polaris
Pectobacterium polaris				Pectobacterium polaris IPO_3720		IPO3720_1	GCA_902143355.1										UNIVERSITY OF HELSINKI	5024225	Contig	2020-04-15	411774			SAMEA5615435	PRJEB32003			Taxonomy of Pectobacterium polaris
